144,3000000,6000,1,1,201.3651475906372
144,3000000,6000,1,10,200.4400932788849
144,3000000,6000,1,11,207.78173184394836
144,3000000,6000,1,12,209.8201105594635
144,3000000,6000,1,13,203.7249150276184
144,3000000,6000,1,14,198.5499439239502
144,3000000,6000,1,15,191.25305676460266
144,3000000,6000,1,16,205.4966585636139
144,3000000,6000,1,17,194.88233971595764
144,3000000,6000,1,18,202.63729000091553
144,3000000,6000,1,19,202.98454093933105
144,3000000,6000,1,2,202.25914335250854
144,3000000,6000,1,20,203.5464916229248
144,3000000,6000,1,21,204.0576686859131
144,3000000,6000,1,22,201.49845576286316
144,3000000,6000,1,23,196.92813754081726
144,3000000,6000,1,24,194.22307896614075
144,3000000,6000,1,25,200.03780794143677
144,3000000,6000,1,26,201.9069483280182
144,3000000,6000,1,27,197.42192125320435
144,3000000,6000,1,28,203.62466073036194
144,3000000,6000,1,29,198.8855504989624
144,3000000,6000,1,3,204.3554892539978
144,3000000,6000,1,30,197.80997467041016
144,3000000,6000,1,4,205.95152306556702
144,3000000,6000,1,5,201.4520812034607
144,3000000,6000,1,6,208.05080318450928
144,3000000,6000,1,7,206.0670404434204
144,3000000,6000,1,8,206.37861275672913
144,3000000,6000,1,9,197.8364236354828
