72,3000000,6000,1,1,405.8189334869385
72,3000000,6000,1,10,415.6922564506531
72,3000000,6000,1,11,423.92218804359436
72,3000000,6000,1,12,404.57358598709106
72,3000000,6000,1,13,380.57711935043335
72,3000000,6000,1,14,417.1324670314789
72,3000000,6000,1,15,416.07784962654114
72,3000000,6000,1,16,379.71739292144775
72,3000000,6000,1,17,412.1756896972656
72,3000000,6000,1,18,404.3615794181824
72,3000000,6000,1,19,397.11854243278503
72,3000000,6000,1,2,416.83604192733765
72,3000000,6000,1,20,412.3781566619873
72,3000000,6000,1,21,409.05925130844116
72,3000000,6000,1,22,413.0708291530609
72,3000000,6000,1,23,396.8383803367615
72,3000000,6000,1,24,398.7081809043884
72,3000000,6000,1,25,387.2033486366272
72,3000000,6000,1,26,407.43036103248596
72,3000000,6000,1,27,402.169118642807
72,3000000,6000,1,28,415.66336488723755
72,3000000,6000,1,29,410.660790681839
72,3000000,6000,1,3,402.47610211372375
72,3000000,6000,1,30,409.312570810318
72,3000000,6000,1,4,401.7755832672119
72,3000000,6000,1,5,399.2609326839447
72,3000000,6000,1,6,416.49187207221985
72,3000000,6000,1,7,407.6782109737396
72,3000000,6000,1,8,410.35676193237305
72,3000000,6000,1,9,404.94030380249023
