36,3000000,6000,1,1,838.952709197998
36,3000000,6000,1,10,837.0415596961975
36,3000000,6000,1,11,837.2720367908478
36,3000000,6000,1,12,785.8163404464722
36,3000000,6000,1,13,808.2062766551971
36,3000000,6000,1,14,792.7329409122467
36,3000000,6000,1,15,822.3482551574707
36,3000000,6000,1,16,834.0571267604828
36,3000000,6000,1,17,849.2301068305969
36,3000000,6000,1,18,818.2671964168549
36,3000000,6000,1,19,837.8155252933502
36,3000000,6000,1,2,850.3186967372894
36,3000000,6000,1,20,823.860666513443
36,3000000,6000,1,21,825.0455129146576
36,3000000,6000,1,22,813.2468674182892
36,3000000,6000,1,23,803.8715825080872
36,3000000,6000,1,24,824.3802959918976
36,3000000,6000,1,25,858.3840138912201
36,3000000,6000,1,26,823.4037871360779
36,3000000,6000,1,27,843.3331615924835
36,3000000,6000,1,28,855.4899160861969
36,3000000,6000,1,29,812.8028392791748
36,3000000,6000,1,3,852.4780988693237
36,3000000,6000,1,30,831.7287409305573
36,3000000,6000,1,4,817.5290117263794
36,3000000,6000,1,5,826.6736435890198
36,3000000,6000,1,6,826.8520984649658
36,3000000,6000,1,7,819.597425699234
36,3000000,6000,1,8,830.3230123519897
36,3000000,6000,1,9,807.6373875141144
